id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
62030,62223,110914,4846,,,La Superba,12.752174,45.440256,320.5128,-2.2,13.05,12.0,5.42,-2.109,C7Iab,2.994,-220.542536,-43.99915,228.371602,0.00000505,0.00000449,0.00002297,3.3385114216733665,0.7930820815966187,-0.000000010665901,0.000000063268185,,,CVn,1,62030,,607.5751461057412,Y,5.635,5.285
62228,62423,111335,4863,,7    Dra,Tianyi,12.792873,66.790304,227.2727,1.64,-4.71,8.0,5.43,-1.353,K5III,1.567,-87.644943,-18.458661,208.879282,-0.00000745,-0.00000342,0.00000547,3.3491662775707636,1.165710716196165,0.0000000079509444,-0.000000022834724,,7,Dra,1,62228,,302.83076942657783,,,
62239,62434,111123,4853,,Bet Cru,Mimosa,12.795359,-59.688764,85.3971,-48.24,-12.82,16.0,1.25,-3.407,B0.5III,-0.238,-42.168771,-8.909619,-73.723149,-0.00000773,0.00001878,-0.00001681,3.349817026601454,-1.0417654498397388,-0.0000002338741195,-0.000000062153113,Bet,,Cru,1,62239,,2008.1678041839857,Bet,1.267,1.237
62257,62452,,,Gl 486,,Gar,12.799065,9.751397,8.3703,-1007.72,-461.01,18.8,11.39,11.776,M4,1.563,-8.06968,-1.713193,1.417736,-0.00003013,0.0000354,-0.00001518,3.3507873413113103,0.170193989403955,-0.0000048855644217,-0.000002235039548,,,Vir,1,62257,,0.0016966802323464623,,11.461,11.301
62757,62956,112185,4905,,77Eps UMa,Alioth,12.900472,55.959821,25.31,111.74,-8.99,-9.0,1.76,-0.256,A0p,-0.022,-13.775959,-3.309169,20.972944,0.00000732,-0.00001234,-0.00000824,3.377335590144558,0.9766831266334463,0.0000005417308067,-0.000000043584749,Eps,77,UMa,1,62757,,110.25543321022239,Eps,1.776,1.746
62876,63076,112429,4916,,8    Dra,Taiyi,12.924598,65.438474,29.2912,-4.63,-30.38,9.0,5.23,2.896,A5n,0.303,-11.820552,-2.918495,26.640872,-0.00000768,-0.00000122,0.00000658,3.3836518105898574,1.142116820244035,-0.0000000224468734,-0.000000147286396,,8,Dra,1,62876,,6.047835918818004,IR,5.253,5.193
62890,63090,112300,4910,,43Del Vir,Minelauva,12.926725,3.39747,60.8273,-471.44,-52.81,-18.0,3.39,-0.53,M3III,1.571,-58.94191,-14.587593,3.604756,-0.00001646,0.00013914,-0.00001664,3.384208560950863,0.05929704173659,-0.0000022856056156,-0.000000256030104,Del,43,Vir,1,62890,,141.90575216890926,,,
62921,63121,112412,4914,,12Alp1CVn,Cor Caroli B,12.933468,38.314912,36.9004,-203.89,88.34,-3.0,5.61,2.775,F0V,0.337,-28.092342,-7.005189,22.877614,0.00000302,0.00003834,0.0000105,3.3859740037421338,0.6687213734885437,-0.0000009884866133,0.000000428284405,Alp-1,12,CVn,1,62921,,6.760829753919817,,,
62925,63125,112413,4915,,12Alp2CVn,Cor Caroli,12.933807,38.31838,35.1989,-233.43,54.98,-3.0,2.89,0.157,A0spe...,-0.115,-26.795114,-6.684223,21.824384,-0.00000166,0.00004064,0.00000546,3.386062717619973,0.6687818903174088,-0.0000011317005745,0.000000266550561,Alp-2,12,CVn,1,62925,,75.37025766884257,Alp-2,2.943,2.863
63405,63608,113226,4932,,47Eps Vir,Vindemiatrix,13.036278,10.95915,33.6022,-275.05,19.96,-14.0,2.85,0.218,G8IIIvar,0.934,-31.782664,-8.840495,6.38806,0.00000213,0.0000471,0.00000047,3.4128895430497517,0.1912732567270875,-0.0000013334800284,0.00000009676881,Eps,47,Vir,1,63405,,71.25248247522671,,,
64037,64241,114378,4968,Gl 501A,42Alp Com,Diadem,13.166469,17.529431,17.8253,-445.95,129.69,-11.6,4.32,3.065,F5V,0.455,-16.211012,-5.110375,5.368871,0.00000242,0.00004117,0.00000711,3.446973582267176,0.3059462936050425,-0.0000021620266084,0.000000628754862,Alp,42,Com,1,64037,Gl 501,5.176068319505676,,,
65173,65378,116656,5054,GJ 3783A,79Zet UMa,Mizar,13.398747,54.925362,26.3089,121.23,-22.01,-5.6,2.23,0.129,A2V,0.057,-14.115808,-5.413302,21.531272,0.00000646,-0.00001408,-0.0000063,3.507783854721718,0.9586284043094538,0.0000005877396249,-0.000000106707491,Zet,79,UMa,1,65173,GJ 3783,77.33925780489973,,2.336,2.196
65221,65426,116434,,,,Matza,13.41003,-51.504458,97.9432,-34.05,-19.27,0.0,7.01,2.055,A2V,0.093,-56.858287,-21.997276,-76.655891,0.00000085,0.00001766,-0.0000057,3.5107377665582407,-0.898922366456465,-0.0000001650790582,-0.000000093423596,,,Cen,1,65221,,13.121998990192028,,,
65269,65474,116658,5056,,67Alp Vir,Spica,13.419883,-11.161322,76.5697,-42.5,-31.73,1.0,0.98,-3.44,B1V,-0.235,-69.990853,-27.285826,-14.82176,-0.00000454,0.00001516,-0.00001175,3.5133172180991257,-0.194801818024575,-0.0000002060458142,-0.00000015383138,Alp,67,Vir,1,65269,,2070.1413487910413,Alp,1.001,0.961
65272,65477,116842,5062,GJ 3785,80    UMa,Alcor,13.420413,54.987958,25.0564,120.35,-16.94,-8.9,3.99,1.995,A5V SB,0.169,-13.393436,-5.223608,20.521915,0.00000861,-0.00001233,-0.00000864,3.5134558303910652,0.9597209083849262,0.0000005834732645,-0.000000082127437,,80,UMa,1,65272,,13.867558288718882,,,
65839,66047,117618,,,,Dofida,13.54043,-47.271363,37.9651,25.04,-124.63,0.0,7.17,4.273,G2V,0.603,-23.693773,-10.109418,-27.888234,0.00001731,0.00000237,-0.00001556,3.544876326226774,-0.8250409219537875,0.0000001213973456,-0.00000060422329,,,Cen,1,65839,,1.701374815899198,,,
65983,66192,118203,,,,Liesma,13.567381,53.728529,88.574,-87.84,-78.43,0.0,8.05,3.313,K0,0.699,-48.051398,-20.903886,71.410393,-0.00003994,0.00002375,-0.00001992,3.5519321207220513,0.9377397319055213,-0.000000425860337,-0.000000380239369,,,UMa,1,65983,,4.119077848677374,,,
66040,66249,118098,5107,GJ 3792,79Zet Vir,Heze,13.57822,-0.59582,22.7118,-278.89,48.56,-13.2,3.38,1.599,A3V,0.114,-20.799365,-9.118725,-0.236175,-0.00000002,0.00003352,0.00000549,3.5547696811523553,-0.01039902302667375,-0.0000013520968737,0.000000235425523,Zet,79,Vir,1,66040,,19.971008660281843,,,
67088,67301,120315,5191,,85Eta UMa,Alkaid,13.792354,49.313265,31.8674,-121.23,-15.56,-11.0,1.85,-0.667,B3V SB,-0.099,-18.529548,-9.394541,24.164506,-0.00000355,0.0000192,-0.0000101,3.6108299012782816,0.8606788389261799,-0.0000005877396249,-0.000000075437008,Eta,85,UMa,1,67088,,160.99040762157054,,,
67711,67927,121370,5235,Gl 534,8Eta Boo,Muphrid,13.911411,18.397717,11.396,-60.95,-358.1,1.0,2.68,2.396,G0IV,0.58,-9.487671,-5.188142,3.596709,-0.00000795,-0.00000051,-0.00001845,3.64199895242804,0.3211007359693375,-0.0000002954939383,-0.00000173611779,Eta,8,Boo,1,67711,,9.585173976856456,,,
68483,68702,122451,5267,,Bet Cen,Hadar,14.063729,-60.373039,120.1923,-33.96,-25.06,6.0,0.61,-4.789,B1III,-0.231,-50.954051,-30.56287,-104.478695,-0.00000189,0.00002194,-0.00001255,3.681875660376148,-1.053708314075195,-0.0000001646427259,-0.000000121494308,Bet,,Cen,1,68483,,7171.33482657721,Bet,0.634,0.594
68537,68756,123299,5291,,11Alp Dra,Thuban,14.073165,64.37585,92.9368,-56.52,17.19,-13.0,3.67,-1.171,A0III SB,-0.049,-34.416017,-20.758849,83.796391,-0.00000225,0.00002838,-0.00000864,3.6843459063539425,1.1235705482203713,-0.0000002740166922,0.000000083339471,Alp,11,Dra,1,68537,,256.09435171567696,,,
68714,68933,123139,5288,Gl 539,5The Cen,Menkent,14.111395,-36.369954,18.0343,-519.29,-517.87,1.3,2.06,0.78,K0IIIb,1.011,-12.358808,-7.624204,-10.694288,-0.0000019,0.00005217,-0.00003724,3.6943545480965847,-0.6347754526653112,-0.0000025175889618,-0.000002510704607,The,5,Cen,1,68714,,42.46195639463128,,,
69205,69427,124294,5315,,98Kap Vir,Kang,14.214929,-10.273702,78.125,8.04,140.79,-4.0,4.18,-0.284,K3III,1.323,-64.306477,-42.119366,-13.933635,-0.00000292,-0.00000555,0.0000532,3.7214597970664243,-0.179309922519675,0.0000000389790199,0.00000068256918,Kap,98,Vir,1,69205,,113.13578641195629,,,
69451,69673,124897,5340,Gl 541,16Alp Boo,Arcturus,14.26103,19.18241,11.2575,-1093.45,-1999.4,-5.0,-0.05,-0.307,K2IIIp,1.239,-8.823448,-5.932531,3.698938,-0.00005905,0.0000322,-0.00010473,3.7335290285420872,0.33479621805862125,-0.00000530119519,-0.000009693364729,Alp,16,Boo,1,69451,,115.55799554021293,,,
69479,69701,124850,5338,GJ 9473,99Iot Vir,Syrma,14.266908,-6.000547,22.237,-25.84,-419.84,14.6,4.07,2.335,F7V,0.511,-18.333625,-12.367873,-2.324624,-0.00000995,-0.00000335,-0.00004657,3.7350678498362684,-0.10472929511536501,-0.0000001252758551,-0.000002035441756,Iot,99,Vir,1,69479,,10.139113857366794,,,
69510,69732,125162,5351,GJ 3837,19Lam Boo,Xuange,14.273074,46.088305,30.3582,-187.42,159.01,-8.1,4.18,1.769,A0sh,0.087,-17.435524,-11.802923,21.870286,0.00000326,0.00003551,0.00001026,3.7366820754192496,0.8043926743945388,-0.0000009086378001,0.000000770902233,Lam,19,Boo,1,69510,,17.076544728138742,,,
69751,69974,125337,5359,,100Lam Vir,Khambalia,14.318498,-13.371095,57.1755,-17.12,29.39,-11.0,4.52,0.734,A1V,0.128,-45.689342,-31.728277,-13.222219,0.00000474,0.00000907,0.00001053,3.748573936749106,-0.233369630241025,-0.0000000830001021,0.00000014248674,Lam,100,Vir,1,69751,,44.299619910036355,,,
70532,70755,126868,5409,Gl 550.2A,105Phi Vir,Elgafar,14.470038,-2.227957,36.2582,-140.94,-2.92,-10.1,4.81,2.013,G2III,0.693,-28.915866,-21.829712,-1.409548,-0.00000667,0.000026,-0.00000011,3.788247180156488,-0.038885187869891244,-0.0000006832964014,-0.000000014156559,Phi,105,Vir,1,70532,Gl 550.2,13.639548675066383,,,
70666,70890,,,Gl 551,,Proxima Centauri,14.495985,-62.679485,1.2959,-3775.64,768.16,-16.0,11.01,15.447,M5Ve,1.807,-0.472264,-0.361451,-1.151219,-0.00001186,0.00002079,0.00001675,3.7950399168315756,-1.09396338473328,-0.0000183048192485,0.000003724144768,,,Cen,1,70666,,0.0000577032135333,V645,11.079,10.939
70851,71075,127762,5435,,27Gam Boo,Seginus,14.534636,38.308253,26.6099,-115.55,151.87,-37.0,3.04,0.915,A7IIIvar,0.191,-16.449442,-12.860715,16.49506,0.00002378,0.00003751,-0.00000808,3.8051588582306812,0.66860513750719,-0.0000005602022079,0.000000736286536,Gam,27,Boo,1,70851,,37.49730022454834,Gam,3.052,3.032
71453,71681,128621,5460,Gl 559B,Alp2Cen,Toliman,14.660346,-60.8383,1.3248,-3678.19,481.84,-26.2,1.35,5.739,K1V,0.9,-0.495181,-0.413973,-1.156674,-0.00000722,0.00002476,0.00002491,3.8380695707772277,-1.0618286487704176,-0.0000178323683168,0.000002336026238,Alp-2,,Cen,2,71456,Gl 559,0.44096081645063756,,,
71456,71683,128620,5459,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495203,-0.414084,-1.156625,-0.00000722,0.00002476,0.00002491,3.838179211777228,-1.0617531757704175,-0.0000178323683168,0.000002336026238,Alp-1,,Cen,1,71456,Gl 559,1.543121065657792,,0.113,-0.087
71879,72105,129988,5505,,36Eps Boo,Izar,14.749784,27.074222,62.1118,-50.65,20.0,-23.0,2.35,-1.616,A0,0.966,-41.582771,-36.462926,28.269741,0.00000775,0.00002708,-0.00000534,3.8614843383663695,0.47253432342394,-0.0000002455581292,0.000000096962736,Eps,36,Boo,1,71879,,385.83355990535125,,,
72113,72339,130322,,,,Mönch,14.792424,-0.281476,31.7058,-129.6,-140.79,0.0,8.04,5.534,K0III,0.781,-23.603748,-21.168292,-0.15576,-0.00001322,0.0000149,-0.00002164,3.8726475762128625,-0.004912682480325,-0.00000062831853,-0.00000068256918,,,Vir,1,72113,,0.5325985748490616,,,
72261,72487,130945,5533,,38    Boo,Merga,14.821853,46.116205,48.9956,-7.35,-77.32,-5.0,5.76,2.309,F7IVw,0.482,-25.109461,-22.870123,35.313409,-0.00000834,-0.00000524,-0.00001642,3.8803520622042016,0.8048796219930513,-0.0000000356338055,-0.000000374857937,,38,Boo,1,72261,,10.384844550082734,,,
72380,72607,131873,5563,,7Bet UMi,Kochab,14.845105,74.155505,40.1445,-32.29,11.91,17.0,2.07,-0.948,K4IIIvar,1.465,-8.058164,-7.429707,38.619407,-0.00000611,0.00000291,0.00001736,3.8864392902195473,1.2942577172364538,-0.0000001565463375,0.000000057741309,Bet,7,UMi,1,72380,,208.54510476931685,,,
72396,72622,130841,5531,Gl 564.1,9Alp2Lib,Zubenelgenubi,14.847977,-16.041778,23.2396,-105.69,-69.0,-46.7,2.75,0.919,A3IV,0.147,-16.408581,-15.151818,-6.421874,0.00002722,0.00004135,0.00000573,3.887191169503684,-0.27998184606259124,-0.000000512399579,-0.000000334521439,Alp-2,9,Lib,1,72396,,37.35940922587999,,,
72619,72845,131496,,,,Arcalís,14.88973,18.235401,110.011,44.44,-36.46,0.0,7.8,2.593,K0,1.039,-75.984659,-71.719466,34.424841,0.00001184,-0.00002141,-0.00001847,3.8981221411979967,0.3182677903231637,0.0000002154511996,-0.000000176763067,,,Boo,1,72619,,7.99466002520316,,,
72910,73136,133086,,,,Baekdu,14.946759,74.900927,160.0,13.5,5.65,0.0,6.83,0.809,K0,0.985,-29.878814,-29.05737,154.476295,0.00001033,-0.00000456,0.00000114,3.9130522426861605,1.307267787679755,0.0000000654498469,0.000000027391972,,8,UMi,1,72910,,41.342810804713444,,,
73327,73555,133208,5602,,42Bet Boo,Nekkar,15.032436,40.390566,69.0608,-40.2,-29.22,-20.0,3.49,-0.706,G8III,0.956,-36.876434,-37.508062,44.750903,-0.00000312,0.00001602,-0.00002071,3.935482540667879,0.7049483564526262,-0.0000001948950996,-0.000000141662557,Bet,42,Boo,1,73327,,166.87835113653907,,,
73486,73714,133216,5603,,20Sig Lib,Brachium,15.067839,-25.281965,88.4173,-71.85,-44.69,-4.0,3.25,-1.483,M3/M4III,1.674,-55.51919,-57.527085,-37.760649,-0.00001391,0.00002993,-0.00001557,3.9447509890369923,-0.44125352380328875,-0.0000003483386295,-0.000000216663233,Sig,20,Lib,1,73486,,341.3500729493114,Sig,3.351,3.181
74556,74785,135742,5685,,27Bet Lib,Zubeneschamali,15.283449,-9.382917,56.7537,-96.39,-20.76,-35.0,2.61,-1.16,B8V,-0.071,-36.549398,-42.420251,-9.252607,0.00000357,0.00004477,0.0000002,4.001197527020817,-0.16376280166405,-0.0000004673119067,-0.00000010064732,Bet,27,Lib,1,74556,,253.51286304979072,,,
74732,74961,136418,,,,Nikawiy,15.318385,41.733207,98.2318,-19.72,-181.65,0.0,7.88,2.919,G5,0.93,-47.33943,-55.9706,65.389271,-0.00004435,-0.0000379,-0.00006455,4.010343816453994,0.7283818631895624,-0.0000000956052578,-0.00000088066405,,,Boo,1,74732,,5.92106733564661,,,
74868,75097,137422,5735,,13Gam UMi,Pherkad,15.345483,71.834016,149.2537,-18.03,17.68,-4.0,3.0,-2.87,A3II-III,0.058,-29.797327,-35.741213,141.814461,-0.00000142,0.00001867,0.0000001,4.017438041145818,1.2537400930067575,-0.0000000874119066,0.000000085715058,Gam,13,UMi,1,74868,,1224.6161992650489,Gam,3.016,2.996
75182,75411,137391,5733,GJ 3903A,51Mu 1Boo,Alkalurops,15.408181,37.377167,34.6861,-147.68,84.69,-8.6,4.31,1.609,F0V,0.309,-17.300377,-21.457918,21.056469,-0.00000952,0.00002776,0.00000598,4.03385223523762,0.6523546236511776,-0.0000007159728434,0.000000410588706,Mu-1,51,Boo,1,75182,GJ 3903,19.787913352337373,,,
75187,75415,137392,5734,GJ 3904B,51Mu 2Boo,Alkalurops B,15.40858,37.3473,36.062,-140.95,84.97,-8.6,6.51,3.725,G1V,0.6,-17.991461,-22.319858,21.876782,-0.00000914,0.00002792,0.00000647,4.033956771732276,0.65183334852911,-0.0000006833448827,0.000000411946184,Mu-2,51,Boo,2,75187,GJ 3904,2.818382931264453,,,
75229,75458,137759,5744,,12Iot Dra,Edasich,15.415494,58.966065,31.027,-8.27,17.3,-11.0,3.29,0.831,K2III,1.166,-10.015969,-12.471787,26.585776,0.00000406,0.00000704,-0.0000083,4.0357669491767005,1.0291519898867025,-0.0000000400940914,0.000000083872766,Iot,12,Dra,1,75229,,40.513522022926395,,,
75466,75695,137909,5747,,3Bet CrB,Nusakan,15.463818,29.105703,34.2818,-181.39,86.84,-19.0,3.66,0.985,F0p,0.319,-18.45833,-23.589253,16.675351,-0.00000895,0.00003748,0.00000316,4.0484181742190675,0.50799034185675,-0.0000008794035352,0.0000004210122,Bet,3,CrB,1,75466,,35.15604405282981,Bet,3.683,3.653
76035,76267,139006,5793,,5Alp CrB,Alphecca,15.578128,26.714693,23.0097,120.38,-89.44,2.0,2.22,0.41,A0V,0.032,-12.176093,-16.558746,10.343974,0.00000708,-0.00001304,-0.00000799,4.0783442886637005,0.46625935084814374,0.0000005836187087,-0.000000433617355,Alp,5,CrB,1,76035,,59.70352865838366,Alp,2.289,2.209
76100,76333,138905,5787,GJ 3912,38Gam Lib,Zubenelhakrabi,15.592105,-14.789537,50.025,65.67,6.93,-28.2,3.91,0.414,K0III,1.007,-28.510476,-39.071229,-12.769777,0.00002905,0.00001279,0.00000899,4.08200351280001,-0.258126111021105,0.000000318377144,0.000000033597588,Gam,38,Lib,1,76100,,59.48397740692212,,,
76118,76351,137388,,,,Karaka,15.594462,-80.204587,39.2311,-47.57,44.04,0.0,8.71,5.742,K0/K1V,0.891,-3.930997,-5.39398,-38.659171,-0.00001217,-0.00000134,0.00000142,4.0826206710236566,-1.39983411377049,-0.0000002306258678,0.000000213511944,,,Aps,1,76118,,0.4397440784473685,,8.764,8.644
76835,77070,140573,5854,Gl 596.2,24Alp Ser,Unukalhai,15.737798,6.425627,22.6757,134.66,44.14,2.7,2.63,0.852,K2III,1.167,-12.5786,-18.695648,2.537718,0.00001105,-0.00001009,0.00000513,4.120145986438394,0.11214834647163249,0.0000006528501022,0.000000213996758,Alp,24,Ser,1,76835,,39.73745050614631,,,
77214,77450,141477,5879,,35Kap Ser,Gudja,15.812327,18.141564,117.096,-51.78,-88.72,-39.0,4.09,-1.253,M1III,1.616,-60.303137,-93.518027,36.45959,-0.00001266,0.00003461,-0.00006028,4.139657609430417,0.3166300163914012,-0.0000002510365238,-0.000000430126697,Kap,35,Ser,1,77214,,276.18494420752944,,,
77868,78104,142669,5928,,5Rho Sco,Iklil,15.948077,-29.214073,144.7178,-15.2,-25.1,3.3,3.87,-1.933,B2IV/V,-0.199,-64.636099,-108.519131,-70.633018,-0.00000627,0.00001031,-0.00001702,4.175196831197805,-0.5098817647720387,-0.0000000736916794,-0.000000121688233,Rho,5,Sco,1,77868,,516.6542425669502,,,
78029,78265,143018,5944,,6Pi  Sco,Fang,15.980865,-26.114105,179.5332,-12.0,-25.71,-3.0,2.89,-3.381,B1V + B2V,-0.18,-81.301517,-139.203202,-79.023364,-0.00000266,0.00001615,-0.00001874,4.183780643945635,-0.4557771176489737,-0.0000000581776417,-0.000000124645597,Pi,6,Sco,1,78029,,1960.6496672266012,Pi,2.913,2.873
78165,78401,143275,5953,,7Del Sco,Dschubba,16.005557,-22.62171,150.6024,-8.67,-36.9,-7.0,2.29,-3.599,B0.2IV,-0.117,-69.332609,-120.492107,-57.928452,0.00000298,0.00001787,-0.00002211,4.190245125208222,-0.39482331934217,-0.0000000420333461,-0.000000178896248,Del,7,Sco,1,78165,,2396.624529408638,Del,2.299,2.279
78580,78820,144217,5984,,8Bet1Sco,Acrab,16.09062,-19.805453,123.9157,-6.75,-24.89,-1.0,2.56,-2.906,B0.5V,-0.065,-55.881427,-102.320756,-41.98604,-0.00000067,0.00000723,-0.00001372,4.21251438265692,-0.34567036986359373,-0.0000000327249234,-0.000000120670125,Bet-1,8,Sco,1,78580,,1265.9017493002452,,,
78581,78821,144218,5985,,8Bet2Sco,Acrab B,16.09071,-19.80186,122.1001,-34.59,-7.47,-4.0,4.9,-0.534,B2V,-0.024,-55.06152,-100.825111,-41.363651,-0.00001541,0.00001451,-0.00000277,4.212537952650794,-0.3456076548863337,-0.0000001676970521,-0.000000036215581,Bet-2,8,Sco,1,78581,,142.42951649732905,,,
78804,79043,145001,6008,,7Kap Her,Marsic,16.134591,17.04698,112.7396,-34.29,-5.46,-11.0,5.0,-0.26,G8III,0.931,-50.571259,-95.186266,33.050231,-0.00001191,0.00001752,-0.00000615,4.224025958377153,0.2975259313802725,-0.0000001662426111,-0.000000026470826,Kap,7,Her,1,78804,,110.66237839776664,,,
78805,79045,145000,6009,,7Kap Her,Marsic B,16.13471,17.054382,645.1613,-20.63,-29.4,38.0,6.25,-2.798,K1III,1.14,-289.369888,-544.699215,189.212514,-0.00008706,-0.00002636,-0.00007651,4.224057316850705,0.2976551098168075,-0.0000001000170623,-0.000000142535222,Kap,7,Her,1,78805,,1146.040591136603,,,
78979,79219,145457,,,,Kamuy,16.167754,26.74275,125.3133,-18.35,37.66,-4.6,6.57,1.08,K0III,1.037,-51.645678,-99.279411,56.389141,-0.0000032,0.000018,0.00001831,4.232708179571034,0.46674903358228004,-0.0000000889633104,0.000000182580832,,,CrB,1,78979,,32.210687912834345,,,
79134,79374,145502,6027,,14Nu  Sco,Jabbah,16.199926,-19.460708,145.3488,-9.7,-25.25,2.0,4.0,-1.812,B2IV,0.076,-62.219516,-122.106847,-48.424462,-0.00000427,0.00000667,-0.00001746,4.241130792514388,-0.33965343213522253,-0.000000047026927,-0.000000122415454,Nu,14,Sco,1,79134,,462.16813609224465,,,
79191,79431,,,,,Sharjah,16.211604,-18.875503,14.3968,24.12,-210.89,0.0,11.34,10.549,,1.486,-6.147626,-12.156552,-4.657551,0.00000365,0.00000349,-0.00001393,4.2441879411992725,-0.32943968120623746,0.0000001169370598,-0.00000102242357,,,Sco,1,79191,,0.005252910484500484,,11.396,11.286
79352,79593,146051,6056,,1Del Oph,Yed Prior,16.239094,-3.694323,52.4659,-45.83,-142.91,-20.0,2.73,-0.869,M1III,1.584,-23.290749,-46.890988,-3.380547,-0.00000032,0.00002556,-0.00003495,4.251384941836539,-0.06447809841326249,-0.0000002221901098,-0.00000069284723,Del,1,Oph,1,79352,,193.9099078614849,,,
79640,79882,146791,6075,GJ 3949,2Eps Oph,Yed Posterior,16.305358,-4.692511,32.6371,82.39,40.08,-7.7,3.23,0.661,G8III,0.966,-13.962311,-29.378579,-2.669978,0.00001492,0.00000102,0.00000696,4.2687327390824255,-0.08189976075842374,0.0000003994379914,0.000000194313323,Eps,2,Oph,1,79640,,47.38053933388255,,,
79834,80076,147506,,,,Hunor,16.343433,41.048084,114.4165,-10.64,-29.7,0.0,8.72,3.428,F8,0.463,-36.260076,-78.299814,75.136419,-0.0000099,-0.00000734,-0.00001242,4.2787007766384635,0.7164242110904487,-0.0000000515841756,-0.000000143989663,,,Her,1,79834,,3.7051005630192386,,,
79870,80112,147165,6084,,20Sig Sco,Alniyat,16.353143,-25.592796,213.6752,-10.03,-18.03,3.0,2.9,-3.749,B1III,0.299,-80.536239,-175.075401,-92.301792,-0.00000722,0.00000916,-0.00001817,4.281242955515394,-0.4466785608541775,-0.0000000486268122,-0.000000087411906,Sig,20,Sco,1,79870,,2751.693132808793,Sig,2.928,2.868
80089,80331,148387,6132,Gl 624.1A,14Eta Dra,Athebyne,16.39986,61.514213,28.2326,-16.98,56.68,-13.7,2.73,0.476,G8III,0.91,-5.477258,-12.300885,24.814526,0.00000337,0.00001328,-0.00000862,4.2934733706880746,1.0736255544334474,-0.000000082321363,0.000000274792394,Eta,14,Dra,1,80089,Gl 624.1,56.182362813422785,,,
80221,80463,148112,6117,,24Ome Her,Cujam,16.423598,14.03327,76.6871,39.39,-59.89,-6.0,4.57,0.146,B9p Cr,0.002,-29.840058,-68.151905,18.595479,0.00001364,-0.00000537,-0.00002309,4.299687875970952,0.24492675839451125,0.0000001909681088,-0.000000290354913,Ome,24,Her,1,80221,,76.13774324561511,Ome,4.588,4.558
80443,80687,148427,,,,Timir,16.474487,-13.39964,59.0319,-37.09,1.45,0.0,6.89,3.035,K0III/IV,0.95,-22.329431,-52.905718,-13.680158,-0.00000982,0.00000404,0.0000004,4.313010513597801,-0.23386783748926748,-0.0000001798173941,0.000000007029798,,,Oph,1,80443,,5.321082592667941,,,
80519,80763,148478,6134,,21Alp Sco,Antares,16.490128,-26.432002,169.7793,-10.16,-23.21,-3.0,1.06,-5.089,M1Ib + B2.5V,1.865,-58.542602,-140.307591,-75.574766,-0.00000338,0.0000136,-0.00001574,4.317105466000638,-0.4613254705959812,-0.0000000492570699,-0.000000112525255,Alp,21,Sco,1,80519,,9453.660459579653,Alp,1.155,0.995
80571,80816,148856,6148,,27Bet Her,Kornephoros,16.503668,21.489613,42.6621,-98.43,-14.49,-26.0,2.78,-0.37,G8III,0.947,-15.155861,-36.689058,15.62843,-0.00000979,0.00002963,-0.00001253,4.320650131481575,0.3750645053168575,-0.0000004772021058,-0.000000070249502,Bet,27,Her,1,80571,,122.4616199265049,,,
80579,80824,,,Gl 628,,Wolf 1061,16.505017,-12.662594,4.2922,-93.61,-1184.9,-13.0,10.1,11.937,M4,1.604,-1.597477,-3.871023,-0.940865,0.00000521,0.00001773,-0.00002114,4.321003264951744,-0.221003949876375,-0.0000004538340864,-0.0000057445573,,,Oph,1,80579,,0.0014628506869998534,V2306,10.143,10.063
80593,80838,149026,,,,Ogma,16.508231,38.34731,79.4281,-77.12,53.34,0.0,8.15,3.65,G0,0.611,-23.714339,-57.602097,49.279323,-0.00002261,0.00002309,0.00001611,4.3218447624772836,0.6692868107466488,-0.0000003738883104,0.000000258599617,,,Her,1,80593,,3.0199517204020156,,,
80637,80883,148857,6149,,10Lam Oph,Marfik,16.515229,1.983923,53.0786,-31.37,-73.0,-14.0,3.82,0.195,A2V,0.022,-20.104527,-49.089266,1.837527,-0.00000229,0.0000157,-0.00001927,4.323676728247048,0.0346259902526225,-0.0000001520860516,-0.000000353913986,Lam,10,Oph,1,80637,,72.77798045368239,,,
80776,81022,149143,,,,Rosalíadecastro,16.547514,2.084832,62.0347,-10.06,-85.03,0.0,7.89,3.927,G0,0.68,-23.009677,-57.565318,2.256769,-0.00000315,0.00000026,-0.00002555,4.332128982242758,0.03638717992562,-0.0000000487722563,-0.000000412237072,,,Oph,1,80776,,2.3399145610550987,,,
81020,81266,149438,6165,,23Tau Sco,Paikauhale,16.598043,-28.216016,145.3488,-8.59,-22.5,2.0,2.82,-2.992,B0V,-0.206,-45.960032,-119.546841,-68.7205,-0.00000361,0.00000749,-0.00001494,4.3453574616019175,-0.49246238447693247,-0.0000000416454952,-0.000000109083078,Tau,23,Sco,1,81020,,1370.2505971242451,,,
82022,82273,150798,6217,,Alp TrA,Atria,16.811077,-69.027715,119.7605,17.85,-32.92,-3.0,1.91,-3.482,K2IIb-IIIa,1.447,-13.127447,-40.804561,-111.826781,0.00001567,0.00001486,-0.00000398,4.401129586218367,-1.2047609005058013,0.000000086539242,-0.000000159600663,Alp,,TrA,1,82022,,2151.7905703397573,,,
